Date,Weekday,Time,Program,Program_Sheet,Time_Slot,Rating,Cleaned_Series_Name,4歲以上,15-44歲,4歲以上最高,4歲以上女性,4歲以上男性,15-24歲,15-24歲女性,15-24歲男性,25-34歲,25-34歲女性,25-34歲男性,35-44歲,35-44歲女性,35-44歲男性,45-54歲,45-54歲女性,45-54歲男性,55歲以上,55歲以上女性,55歲以上男性
2024-07-07,日,12:00:00,後宮甄嬛傳  (第 63 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,12:00~13:00,0.2,後宮甄嬛傳,0.2,0.21,0.22,0.24,0.15,0.16,0.18,0.14,0.27,0.32,0.22,0.2,0.24,0.16,0.18,0.23,0.11,0.24,0.29,0.18
2024-07-07,日,13:00:00,後宮甄嬛傳  (第 64 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,13:00~14:00,0.2,後宮甄嬛傳,0.2,0.18,0.2,0.24,0.15,0.15,0.23,0.09,0.24,0.29,0.21,0.15,0.17,0.13,0.2,0.3,0.09,0.26,0.29,0.22
2024-07-07,日,14:00:00,蠟筆小新  (第 457 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,14:00~14:30,0.14,蠟筆小新,0.14,0.15,0.14,0.16,0.12,0.12,0.16,0.08,0.17,0.16,0.18,0.17,0.2,0.14,0.1,0.12,0.07,0.18,0.21,0.14
2024-07-07,日,14:30:00,蠟筆小新  (第 458 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,14:30~15:00,0.13,蠟筆小新,0.13,0.14,0.13,0.15,0.11,0.12,0.13,0.11,0.14,0.16,0.12,0.17,0.16,0.19,0.09,0.11,0.06,0.16,0.2,0.11
2024-07-07,日,15:00:00,蠟筆小新  (第 459 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,15:00~15:30,0.14,蠟筆小新,0.14,0.16,0.14,0.17,0.12,0.13,0.09,0.17,0.17,0.25,0.1,0.19,0.17,0.21,0.12,0.12,0.1,0.15,0.21,0.1
2024-07-07,日,15:30:00,蠟筆小新  (第 460 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,15:30~16:00,0.15,蠟筆小新,0.15,0.17,0.15,0.17,0.12,0.16,0.11,0.2,0.13,0.21,0.06,0.22,0.25,0.19,0.13,0.11,0.15,0.15,0.2,0.1
2024-07-07,日,16:00:00,蠟筆小新大電影-超級美味B級美食大逃亡  (第 15 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,16:00~18:00,0.15,蠟筆小新大電影-超級美味B級美食大逃亡,0.15,0.17,0.18,0.17,0.13,0.19,0.18,0.2,0.13,0.21,0.06,0.2,0.23,0.16,0.18,0.14,0.23,0.13,0.16,0.1
2024-07-07,日,18:00:00,後宮甄嬛傳  (第 60 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,18:00~19:00,0.12,後宮甄嬛傳,0.12,0.14,0.12,0.15,0.1,0.14,0.1,0.18,0.2,0.32,0.1,0.08,0.09,0.07,0.15,0.21,0.07,0.12,0.12,0.12
2024-07-07,日,19:00:00,後宮甄嬛傳  (第 61 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,19:00~20:00,0.13,後宮甄嬛傳,0.13,0.16,0.14,0.16,0.1,0.18,0.24,0.13,0.21,0.28,0.14,0.09,0.09,0.09,0.14,0.2,0.07,0.14,0.16,0.12
2024-07-07,日,20:00:00,後宮甄嬛傳  (第 62 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,20:00~21:00,0.17,後宮甄嬛傳,0.17,0.17,0.17,0.2,0.13,0.15,0.17,0.13,0.26,0.32,0.2,0.1,0.06,0.15,0.21,0.32,0.08,0.19,0.24,0.14
2024-07-07,日,21:00:00,後宮甄嬛傳  (第 63 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,21:00~22:00,0.22,後宮甄嬛傳,0.22,0.22,0.23,0.27,0.17,0.22,0.26,0.2,0.27,0.31,0.24,0.16,0.15,0.17,0.26,0.36,0.14,0.26,0.33,0.19
2024-07-07,日,22:00:00,後宮甄嬛傳  (第 64 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,22:00~23:00,0.15,後宮甄嬛傳,0.15,0.16,0.17,0.18,0.12,0.17,0.23,0.12,0.18,0.18,0.17,0.13,0.16,0.11,0.14,0.19,0.09,0.19,0.24,0.14
2024-07-07,日,23:00:00,蠟筆小新  (第 459 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,23:00~23:30,0.03,蠟筆小新,0.03,0.03,0.03,0.03,0.04,0.05,0.05,0.04,0.02,0.03,0.0,0.02,0.04,0.01,0.07,0.05,0.08,0.04,0.03,0.05
2024-07-07,日,23:30:00,蠟筆小新  (第 460 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,23:30~24:00,0.03,蠟筆小新,0.03,0.02,0.03,0.02,0.03,0.01,0.02,0.01,0.02,0.03,0.01,0.03,0.04,0.03,0.04,0.02,0.05,0.03,0.02,0.04
2024-07-08,一,00:00:00,錦心似玉  (第 41 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,00:00~01:00,0.01,錦心似玉,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.03,0.05,0.0,0.02,0.01,0.03
2024-07-08,一,01:00:00,錦心似玉  (第 42 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,01:00~02:00,0.01,錦心似玉,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.02,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01
2024-07-08,一,02:00:00,網路很忙  (第 28 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,02:00~03:00,0.0,網路很忙,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-08,一,03:00:00,網路很忙  (第 29 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,03:00~04:00,0.0,網路很忙,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-08,一,04:00:00,好好說話 首播 (第 1 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,04:00~05:00,0.0,好好說話,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-08,一,05:00:00,好好說話 首播 (第 2 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,05:00~06:00,0.01,好好說話,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.02,0.0,0.0,0.0,0.01,0.01,0.01
2024-07-08,一,06:00:00,蠟筆小新  (第 292 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,06:00~06:30,0.01,蠟筆小新,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-08,一,06:30:00,蠟筆小新  (第 293 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,06:30~07:00,0.01,蠟筆小新,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.02,0.02,0.02,0.01,0.0,0.02,0.01,0.01,0.0
2024-07-08,一,07:00:00,錦心似玉  (第 41 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,07:00~08:00,0.03,錦心似玉,0.03,0.01,0.03,0.04,0.02,0.01,0.0,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.05,0.08,0.03
2024-07-08,一,08:00:00,錦心似玉  (第 42 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,08:00~09:00,0.06,錦心似玉,0.06,0.03,0.06,0.07,0.04,0.03,0.02,0.04,0.03,0.02,0.03,0.05,0.08,0.02,0.07,0.06,0.07,0.09,0.11,0.06
2024-07-08,一,09:00:00,花間令  (第 1 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,09:00~10:00,0.07,花間令,0.07,0.05,0.07,0.09,0.05,0.04,0.0,0.08,0.04,0.04,0.04,0.08,0.11,0.05,0.07,0.08,0.06,0.1,0.14,0.06
2024-07-08,一,10:00:00,花間令  (第 2 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,10:00~11:00,0.1,花間令,0.1,0.09,0.11,0.13,0.07,0.1,0.07,0.12,0.08,0.09,0.07,0.09,0.14,0.03,0.11,0.15,0.07,0.13,0.16,0.1
2024-07-08,一,11:00:00,神鵰俠侶  (第 13 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,11:00~12:00,0.07,神鵰俠侶,0.07,0.04,0.07,0.08,0.05,0.03,0.02,0.04,0.03,0.05,0.01,0.07,0.1,0.05,0.08,0.12,0.03,0.1,0.11,0.08
2024-07-08,一,12:00:00,神鵰俠侶  (第 14 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,12:00~13:00,0.07,神鵰俠侶,0.07,0.03,0.07,0.08,0.06,0.01,0.0,0.01,0.05,0.05,0.04,0.05,0.04,0.05,0.07,0.1,0.05,0.11,0.12,0.1
2024-07-08,一,13:00:00,花間令  (第 1 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,13:00~14:00,0.09,花間令,0.09,0.07,0.09,0.11,0.08,0.08,0.07,0.1,0.08,0.03,0.12,0.04,0.07,0.03,0.09,0.11,0.07,0.15,0.19,0.1
2024-07-08,一,14:00:00,花間令  (第 2 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,14:00~15:00,0.12,花間令,0.12,0.08,0.12,0.14,0.1,0.09,0.09,0.1,0.1,0.07,0.13,0.06,0.07,0.04,0.11,0.14,0.08,0.19,0.24,0.13
2024-07-08,一,15:00:00,錦心似玉  (第 42 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,15:00~16:00,0.14,錦心似玉,0.14,0.12,0.14,0.17,0.12,0.17,0.22,0.13,0.13,0.12,0.14,0.06,0.07,0.05,0.17,0.11,0.24,0.21,0.29,0.12
2024-07-08,一,16:00:00,錦心似玉  (第 43 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,16:00~17:00,0.14,錦心似玉,0.14,0.14,0.15,0.16,0.13,0.19,0.23,0.15,0.13,0.12,0.14,0.11,0.09,0.14,0.15,0.14,0.16,0.19,0.24,0.13
2024-07-08,一,17:00:00,蠟筆小新  (第 294 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,17:00~17:30,0.11,蠟筆小新,0.11,0.1,0.11,0.14,0.08,0.11,0.18,0.06,0.1,0.12,0.08,0.1,0.13,0.08,0.11,0.14,0.07,0.13,0.17,0.1
2024-07-08,一,17:30:00,蠟筆小新  (第 295 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,17:30~18:00,0.16,蠟筆小新,0.16,0.16,0.16,0.2,0.12,0.12,0.19,0.07,0.17,0.18,0.17,0.18,0.24,0.13,0.2,0.29,0.1,0.14,0.17,0.11
2024-07-08,一,18:00:00,蠟筆小新  (第 296 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,18:00~18:30,0.2,蠟筆小新,0.2,0.19,0.2,0.23,0.17,0.15,0.2,0.12,0.19,0.13,0.24,0.23,0.29,0.16,0.31,0.39,0.21,0.19,0.2,0.17
2024-07-08,一,18:30:00,蠟筆小新  (第 297 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,18:30~19:00,0.22,蠟筆小新,0.22,0.21,0.22,0.24,0.19,0.19,0.22,0.17,0.12,0.07,0.16,0.32,0.41,0.23,0.31,0.39,0.22,0.18,0.18,0.17
2024-07-08,一,19:00:00,花間令 首播 (第 3 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,19:00~20:00,0.16,花間令,0.16,0.12,0.17,0.2,0.12,0.1,0.12,0.08,0.11,0.07,0.15,0.15,0.22,0.07,0.15,0.19,0.1,0.26,0.31,0.22
2024-07-08,一,20:00:00,花間令 首播 (第 4 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,20:00~21:00,0.21,花間令,0.21,0.17,0.21,0.25,0.17,0.12,0.14,0.11,0.18,0.13,0.23,0.2,0.26,0.14,0.21,0.27,0.15,0.3,0.37,0.24
2024-07-08,一,21:00:00,醫師好辣  (第 180 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,21:00~22:00,0.06,醫師好辣,0.06,0.06,0.06,0.06,0.06,0.04,0.02,0.06,0.07,0.06,0.08,0.06,0.06,0.06,0.05,0.06,0.04,0.07,0.09,0.06
2024-07-08,一,22:00:00,花間令  (第 3 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,22:00~23:00,0.09,花間令,0.09,0.08,0.09,0.11,0.06,0.08,0.12,0.05,0.1,0.12,0.09,0.05,0.1,0.02,0.1,0.11,0.09,0.1,0.13,0.07
2024-07-08,一,23:00:00,花間令  (第 4 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,23:00~24:00,0.05,花間令,0.05,0.06,0.06,0.07,0.04,0.07,0.11,0.05,0.06,0.06,0.06,0.06,0.08,0.04,0.04,0.04,0.03,0.07,0.09,0.04
2024-07-09,二,00:00:00,錦心似玉  (第 42 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,00:00~01:00,0.02,錦心似玉,0.02,0.03,0.02,0.02,0.02,0.02,0.04,0.0,0.05,0.05,0.05,0.02,0.03,0.02,0.01,0.02,0.01,0.02,0.02,0.02
2024-07-09,二,01:00:00,錦心似玉  (第 43 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,01:00~02:00,0.01,錦心似玉,0.01,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.02,0.01
2024-07-09,二,02:00:00,網路很忙  (第 30 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,02:00~03:00,0.01,網路很忙,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.01,0.01,0.0
2024-07-09,二,03:00:00,網路很忙  (第 31 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,03:00~04:00,0.0,網路很忙,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-09,二,04:00:00,好好說話 首播 (第 3 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,04:00~05:00,0.0,好好說話,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.0,0.01,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0
2024-07-09,二,05:00:00,好好說話 首播 (第 4 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,05:00~06:00,0.0,好好說話,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.0
2024-07-09,二,06:00:00,蠟筆小新  (第 296 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,06:00~06:30,0.0,蠟筆小新,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
2024-07-09,二,06:30:00,蠟筆小新  (第 297 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,06:30~07:00,0.01,蠟筆小新,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.02,0.03,0.01
2024-07-09,二,07:00:00,錦心似玉  (第 42 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,07:00~08:00,0.03,錦心似玉,0.03,0.02,0.04,0.03,0.02,0.01,0.01,0.0,0.02,0.03,0.02,0.04,0.04,0.02,0.02,0.02,0.03,0.04,0.06,0.02
2024-07-09,二,08:00:00,錦心似玉  (第 43 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,08:00~09:00,0.06,錦心似玉,0.06,0.04,0.06,0.09,0.03,0.02,0.03,0.02,0.06,0.04,0.07,0.04,0.05,0.05,0.05,0.06,0.04,0.1,0.17,0.02
2024-07-09,二,09:00:00,花間令  (第 3 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,09:00~10:00,0.06,花間令,0.06,0.06,0.07,0.08,0.05,0.06,0.04,0.08,0.09,0.07,0.11,0.03,0.05,0.02,0.03,0.05,0.01,0.11,0.15,0.07
2024-07-09,二,10:00:00,花間令  (第 4 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,10:00~11:00,0.07,花間令,0.07,0.07,0.07,0.1,0.06,0.05,0.05,0.05,0.11,0.1,0.12,0.06,0.07,0.04,0.05,0.08,0.02,0.12,0.16,0.07
2024-07-09,二,11:00:00,神鵰俠侶  (第 15 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,11:00~12:00,0.07,神鵰俠侶,0.07,0.06,0.08,0.07,0.08,0.06,0.04,0.08,0.08,0.07,0.09,0.05,0.03,0.06,0.09,0.13,0.05,0.09,0.09,0.1
2024-07-09,二,12:00:00,神鵰俠侶  (第 16 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,12:00~13:00,0.09,神鵰俠侶,0.09,0.07,0.09,0.07,0.1,0.07,0.01,0.1,0.1,0.06,0.13,0.05,0.04,0.05,0.09,0.13,0.06,0.13,0.1,0.16
2024-07-09,二,13:00:00,花間令  (第 3 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,13:00~14:00,0.12,花間令,0.12,0.09,0.12,0.11,0.12,0.07,0.07,0.07,0.15,0.13,0.17,0.06,0.05,0.07,0.11,0.1,0.12,0.19,0.19,0.19
2024-07-09,二,14:00:00,花間令  (第 4 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,14:00~15:00,0.14,花間令,0.14,0.11,0.15,0.16,0.12,0.08,0.1,0.06,0.19,0.19,0.2,0.06,0.08,0.04,0.15,0.18,0.13,0.2,0.24,0.16
2024-07-09,二,15:00:00,錦心似玉  (第 44 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,15:00~16:00,0.19,錦心似玉,0.19,0.14,0.19,0.22,0.16,0.14,0.19,0.09,0.19,0.2,0.18,0.11,0.14,0.08,0.2,0.23,0.15,0.28,0.32,0.23
2024-07-09,二,16:00:00,錦心似玉(完)  (第 45 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,16:00~17:00,0.18,錦心似玉,0.18,0.14,0.19,0.22,0.14,0.2,0.24,0.16,0.12,0.11,0.12,0.12,0.12,0.12,0.21,0.3,0.1,0.28,0.35,0.2
2024-07-09,二,17:00:00,蠟筆小新  (第 298 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,17:00~17:30,0.12,蠟筆小新,0.12,0.09,0.12,0.15,0.08,0.07,0.09,0.06,0.13,0.14,0.12,0.08,0.1,0.06,0.19,0.25,0.12,0.12,0.16,0.09
2024-07-09,二,17:30:00,蠟筆小新  (第 299 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,17:30~18:00,0.15,蠟筆小新,0.15,0.14,0.15,0.17,0.14,0.1,0.11,0.1,0.16,0.15,0.16,0.17,0.17,0.17,0.18,0.27,0.08,0.15,0.15,0.16
2024-07-09,二,18:00:00,蠟筆小新  (第 300 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,18:00~18:30,0.18,蠟筆小新,0.18,0.19,0.18,0.19,0.16,0.14,0.15,0.12,0.18,0.16,0.19,0.24,0.26,0.22,0.18,0.24,0.11,0.16,0.17,0.16
2024-07-09,二,18:30:00,蠟筆小新  (第 301 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,18:30~19:00,0.18,蠟筆小新,0.18,0.16,0.18,0.2,0.16,0.16,0.24,0.09,0.1,0.12,0.09,0.22,0.21,0.22,0.21,0.24,0.17,0.17,0.18,0.16
2024-07-09,二,19:00:00,花間令 首播 (第 5 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,19:00~20:00,0.15,花間令,0.15,0.12,0.16,0.19,0.12,0.09,0.16,0.05,0.17,0.25,0.09,0.09,0.09,0.08,0.1,0.1,0.09,0.25,0.3,0.19
2024-07-09,二,20:00:00,花間令 首播 (第 6 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,20:00~21:00,0.2,花間令,0.2,0.17,0.21,0.24,0.17,0.14,0.19,0.1,0.18,0.22,0.14,0.19,0.18,0.2,0.18,0.21,0.16,0.3,0.35,0.24
2024-07-09,二,21:00:00,醫師好辣  (第 181 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,21:00~22:00,0.06,醫師好辣,0.06,0.05,0.07,0.06,0.05,0.05,0.04,0.06,0.06,0.07,0.05,0.05,0.03,0.08,0.07,0.09,0.05,0.06,0.08,0.05
2024-07-09,二,22:00:00,花間令  (第 5 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,22:00~23:00,0.06,花間令,0.06,0.06,0.06,0.07,0.06,0.06,0.01,0.1,0.08,0.07,0.1,0.05,0.07,0.05,0.05,0.04,0.06,0.07,0.1,0.04
2024-07-09,二,23:00:00,花間令  (第 6 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,23:00~24:00,0.04,花間令,0.04,0.05,0.04,0.03,0.05,0.04,0.01,0.07,0.07,0.06,0.08,0.03,0.03,0.05,0.04,0.04,0.04,0.05,0.05,0.05
2024-07-10,三,00:00:00,錦心似玉  (第 44 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,00:00~01:00,0.03,錦心似玉,0.03,0.04,0.03,0.03,0.04,0.05,0.03,0.07,0.05,0.05,0.04,0.01,0.0,0.02,0.02,0.04,0.0,0.06,0.05,0.07
2024-07-10,三,01:00:00,錦心似玉(完)  (第 45 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,01:00~02:00,0.02,錦心似玉,0.02,0.02,0.02,0.02,0.02,0.04,0.06,0.03,0.03,0.01,0.04,0.0,0.0,0.0,0.02,0.03,0.01,0.02,0.01,0.02
2024-07-10,三,02:00:00,網路很忙  (第 32 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,02:00~03:00,0.0,網路很忙,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
2024-07-10,三,03:00:00,網路很忙(完)  (第 33 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,03:00~04:00,0.0,網路很忙,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
2024-07-10,三,04:00:00,好好說話 首播 (第 5 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,04:00~05:00,0.0,好好說話,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
2024-07-10,三,05:00:00,好好說話 首播 (第 6 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,05:00~06:00,0.02,好好說話,0.02,0.01,0.02,0.02,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.0,0.03,0.02,0.03,0.02
2024-07-10,三,06:00:00,蠟筆小新  (第 300 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,06:00~06:30,0.02,蠟筆小新,0.02,0.01,0.02,0.01,0.02,0.01,0.0,0.03,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.0,0.02,0.03,0.04,0.02
2024-07-10,三,06:30:00,蠟筆小新  (第 301 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,06:30~07:00,0.03,蠟筆小新,0.03,0.02,0.03,0.03,0.03,0.02,0.0,0.03,0.0,0.0,0.0,0.04,0.05,0.03,0.03,0.01,0.05,0.03,0.04,0.02
2024-07-10,三,07:00:00,錦心似玉  (第 44 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,07:00~08:00,0.05,錦心似玉,0.05,0.04,0.05,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.02,0.05,0.06,0.03,0.03,0.02,0.05,0.07,0.09,0.04
2024-07-10,三,08:00:00,錦心似玉(完)  (第 45 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,08:00~09:00,0.07,錦心似玉,0.07,0.04,0.08,0.1,0.05,0.02,0.04,0.0,0.04,0.06,0.02,0.06,0.08,0.04,0.09,0.09,0.09,0.11,0.15,0.07
2024-07-10,三,09:00:00,花間令  (第 5 集)(普),2024年7月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,09:00~10:00,0.07,花間令,0.07,0.04,0.07,0.07,0.06,0.01,0.01,0.01,0.06,0.07,0.04,0.05,0.03,0.07,0.09,0.11,0.07,0.09,0.1,0.08
