Date,Weekday,Time,Program,Sheet
2024-07-05,五,17:00:00,蠟筆小新#290,0701-0804
2024-07-05,五,17:30:00,蠟筆小新#291,0701-0804
2024-07-05,五,18:00:00,蠟筆小新#292,0701-0804
2024-07-05,五,18:30:00,蠟筆小新#293,0701-0804
2024-07-05,五,19:00:00,花間令#1,0701-0804
2024-07-05,五,20:00:00,花間令#2,0701-0804
2024-07-05,五,21:00:00,醫師好辣#320,0701-0804
2024-07-05,五,22:00:00,花間令#1,0701-0804
2024-07-05,五,23:00:00,花間令#2,0701-0804
2024-07-06,六,00:00:00,陪你一起好好吃飯#17,0701-0804
2024-07-06,六,01:00:00,陪你一起好好吃飯#18,0701-0804
2024-07-06,六,02:00:00,網路很忙#18,0701-0804
2024-07-06,六,03:00:00,網路很忙#19,0701-0804
2024-07-06,六,04:00:00,網路很忙#20,0701-0804
2024-07-06,六,05:00:00,網路很忙#21,0701-0804
2024-07-06,六,06:00:00,網路很忙#22,0701-0804
2024-07-06,六,07:00:00,蠟筆小新#453,0701-0804
2024-07-06,六,07:30:00,蠟筆小新#454,0701-0804
2024-07-06,六,08:00:00,蠟筆小新#455,0701-0804
2024-07-06,六,08:30:00,蠟筆小新#456,0701-0804
2024-07-06,六,09:00:00,後宮甄嬛傳#56,0701-0804
2024-07-06,六,10:00:00,後宮甄嬛傳#57,0701-0804
2024-07-06,六,11:00:00,後宮甄嬛傳#58,0701-0804
2024-07-06,六,12:00:00,後宮甄嬛傳#59,0701-0804
2024-07-06,六,13:00:00,後宮甄嬛傳#60,0701-0804
2024-07-06,六,14:00:00,蠟筆小新#453,0701-0804
2024-07-06,六,14:30:00,蠟筆小新#454,0701-0804
2024-07-06,六,15:00:00,蠟筆小新#455,0701-0804
2024-07-06,六,15:30:00,蠟筆小新#456,0701-0804
2024-07-06,六,16:00:00,蠟筆小新大電影-黃金間諜大作戰,0701-0804
2024-07-06,六,18:00:00,後宮甄嬛傳#56,0701-0804
2024-07-06,六,19:00:00,後宮甄嬛傳#57,0701-0804
2024-07-06,六,20:00:00,後宮甄嬛傳#58,0701-0804
2024-07-06,六,21:00:00,後宮甄嬛傳#59,0701-0804
2024-07-06,六,22:00:00,後宮甄嬛傳#60,0701-0804
2024-07-06,六,23:00:00,蠟筆小新#455,0701-0804
2024-07-06,六,23:30:00,蠟筆小新#456,0701-0804
2024-07-07,日,00:00:00,陪你一起好好吃飯#19,0701-0804
2024-07-07,日,01:00:00,陪你一起好好吃飯#20,0701-0804
2024-07-07,日,02:00:00,網路很忙#23,0701-0804
2024-07-07,日,03:00:00,網路很忙#24,0701-0804
2024-07-07,日,04:00:00,網路很忙#25,0701-0804
2024-07-07,日,05:00:00,網路很忙#26,0701-0804
2024-07-07,日,06:00:00,網路很忙#27,0701-0804
2024-07-07,日,07:00:00,蠟筆小新#457,0701-0804
2024-07-07,日,07:30:00,蠟筆小新#458,0701-0804
2024-07-07,日,08:00:00,蠟筆小新#459,0701-0804
2024-07-07,日,08:30:00,蠟筆小新#460,0701-0804
2024-07-07,日,09:00:00,後宮甄嬛傳#60,0701-0804
2024-07-07,日,10:00:00,後宮甄嬛傳#61,0701-0804
2024-07-07,日,11:00:00,後宮甄嬛傳#62,0701-0804
2024-07-07,日,12:00:00,後宮甄嬛傳#63,0701-0804
2024-07-07,日,13:00:00,後宮甄嬛傳#64,0701-0804
2024-07-07,日,14:00:00,蠟筆小新#457,0701-0804
2024-07-07,日,14:30:00,蠟筆小新#458,0701-0804
2024-07-07,日,15:00:00,蠟筆小新#459,0701-0804
2024-07-07,日,15:30:00,蠟筆小新#460,0701-0804
2024-07-07,日,16:00:00,蠟筆小新大電影-超級美味B級美食大逃亡,0701-0804
2024-07-07,日,18:00:00,後宮甄嬛傳#60,0701-0804
2024-07-07,日,19:00:00,後宮甄嬛傳#61,0701-0804
2024-07-07,日,20:00:00,後宮甄嬛傳#62,0701-0804
2024-07-07,日,21:00:00,後宮甄嬛傳#63,0701-0804
2024-07-07,日,22:00:00,後宮甄嬛傳#64,0701-0804
2024-07-07,日,23:00:00,蠟筆小新#459,0701-0804
2024-07-07,日,23:30:00,蠟筆小新#460,0701-0804
2024-07-08,一,00:00:00,錦心似玉#41,0701-0804
2024-07-08,一,01:00:00,錦心似玉#42,0701-0804
2024-07-08,一,02:00:00,網路很忙#28,0701-0804
2024-07-08,一,03:00:00,網路很忙#29,0701-0804
2024-07-08,一,04:00:00,好好說話#1,0701-0804
2024-07-08,一,05:00:00,好好說話#2,0701-0804
2024-07-08,一,06:00:00,蠟筆小新#292,0701-0804
2024-07-08,一,06:30:00,蠟筆小新#293,0701-0804
2024-07-08,一,07:00:00,錦心似玉#41,0701-0804
2024-07-08,一,08:00:00,錦心似玉#42,0701-0804
2024-07-08,一,09:00:00,花間令#1,0701-0804
2024-07-08,一,10:00:00,花間令#2,0701-0804
2024-07-08,一,11:00:00,神鵰俠侶#13,0701-0804
2024-07-08,一,12:00:00,神鵰俠侶#14,0701-0804
2024-07-08,一,13:00:00,花間令#1,0701-0804
2024-07-08,一,14:00:00,花間令#2,0701-0804
2024-07-08,一,15:00:00,錦心似玉#42,0701-0804
2024-07-08,一,16:00:00,錦心似玉#43,0701-0804
2024-07-08,一,17:00:00,蠟筆小新#294,0701-0804
2024-07-08,一,17:30:00,蠟筆小新#295,0701-0804
2024-07-08,一,18:00:00,蠟筆小新#296,0701-0804
2024-07-08,一,18:30:00,蠟筆小新#297,0701-0804
2024-07-08,一,19:00:00,花間令#3,0701-0804
2024-07-08,一,20:00:00,花間令#4,0701-0804
2024-07-08,一,21:00:00,醫師好辣#180,0701-0804
2024-07-08,一,22:00:00,花間令#3,0701-0804
2024-07-08,一,23:00:00,花間令#4,0701-0804
2024-07-09,二,00:00:00,錦心似玉#42,0701-0804
2024-07-09,二,01:00:00,錦心似玉#43,0701-0804
2024-07-09,二,02:00:00,網路很忙#30,0701-0804
2024-07-09,二,03:00:00,網路很忙#31,0701-0804
2024-07-09,二,04:00:00,好好說話#3,0701-0804
2024-07-09,二,05:00:00,好好說話#4,0701-0804
2024-07-09,二,06:00:00,蠟筆小新#296,0701-0804
2024-07-09,二,06:30:00,蠟筆小新#297,0701-0804
2024-07-09,二,07:00:00,錦心似玉#42,0701-0804
2024-07-09,二,08:00:00,錦心似玉#43,0701-0804
2024-07-09,二,09:00:00,花間令#3,0701-0804
2024-07-09,二,10:00:00,花間令#4,0701-0804
2024-07-09,二,11:00:00,神鵰俠侶#15,0701-0804
2024-07-09,二,12:00:00,神鵰俠侶#16,0701-0804
2024-07-09,二,13:00:00,花間令#3,0701-0804
2024-07-09,二,14:00:00,花間令#4,0701-0804
2024-07-09,二,15:00:00,錦心似玉#44,0701-0804
2024-07-09,二,16:00:00,錦心似玉#45(完),0701-0804
2024-07-09,二,17:00:00,蠟筆小新#298,0701-0804
2024-07-09,二,17:30:00,蠟筆小新#299,0701-0804
2024-07-09,二,18:00:00,蠟筆小新#300,0701-0804
2024-07-09,二,18:30:00,蠟筆小新#301,0701-0804
2024-07-09,二,19:00:00,花間令#5,0701-0804
2024-07-09,二,20:00:00,花間令#6,0701-0804
2024-07-09,二,21:00:00,醫師好辣#181,0701-0804
2024-07-09,二,22:00:00,花間令#5,0701-0804
2024-07-09,二,23:00:00,花間令#6,0701-0804
2024-07-10,三,00:00:00,錦心似玉#44,0701-0804
2024-07-10,三,01:00:00,錦心似玉#45(完),0701-0804
2024-07-10,三,02:00:00,網路很忙#32,0701-0804
2024-07-10,三,03:00:00,網路很忙#33(完),0701-0804
2024-07-10,三,04:00:00,好好說話#5,0701-0804
2024-07-10,三,05:00:00,好好說話#6,0701-0804
2024-07-10,三,06:00:00,蠟筆小新#300,0701-0804
2024-07-10,三,06:30:00,蠟筆小新#301,0701-0804
2024-07-10,三,07:00:00,錦心似玉#44,0701-0804
2024-07-10,三,08:00:00,錦心似玉#45(完),0701-0804
2024-07-10,三,09:00:00,花間令#5,0701-0804
2024-07-10,三,10:00:00,花間令#6,0701-0804
2024-07-10,三,11:00:00,神鵰俠侶#17,0701-0804
2024-07-10,三,12:00:00,神鵰俠侶#18,0701-0804
2024-07-10,三,13:00:00,花間令#5,0701-0804
2024-07-10,三,14:00:00,花間令#6,0701-0804
2024-07-10,三,15:00:00,長歌行#1,0701-0804
2024-07-10,三,16:00:00,長歌行#2,0701-0804
2024-07-10,三,17:00:00,蠟筆小新#302,0701-0804
2024-07-10,三,17:30:00,蠟筆小新#303,0701-0804
2024-07-10,三,18:00:00,蠟筆小新#304,0701-0804
2024-07-10,三,18:30:00,蠟筆小新#305,0701-0804
2024-07-10,三,19:00:00,花間令#7,0701-0804
2024-07-10,三,20:00:00,花間令#8,0701-0804
2024-07-10,三,21:00:00,醫師好辣#182,0701-0804
2024-07-10,三,22:00:00,花間令#7,0701-0804
2024-07-10,三,23:00:00,花間令#8,0701-0804
2024-07-11,四,00:00:00,長歌行#1,0701-0804
2024-07-11,四,01:00:00,長歌行#2,0701-0804
2024-07-11,四,02:00:00,菜鳥天兵神救援#1,0701-0804
2024-07-11,四,03:00:00,菜鳥天兵神救援#2,0701-0804
2024-07-11,四,04:00:00,好好說話#7,0701-0804
2024-07-11,四,05:00:00,好好說話#8,0701-0804
2024-07-11,四,06:00:00,蠟筆小新#304,0701-0804
2024-07-11,四,06:30:00,蠟筆小新#305,0701-0804
2024-07-11,四,07:00:00,長歌行#1,0701-0804
2024-07-11,四,08:00:00,長歌行#2,0701-0804
2024-07-11,四,09:00:00,花間令#7,0701-0804
2024-07-11,四,10:00:00,花間令#8,0701-0804
2024-07-11,四,11:00:00,神鵰俠侶#19,0701-0804
2024-07-11,四,12:00:00,神鵰俠侶#20,0701-0804
2024-07-11,四,13:00:00,花間令#7,0701-0804
2024-07-11,四,14:00:00,花間令#8,0701-0804
2024-07-11,四,15:00:00,長歌行#3,0701-0804
2024-07-11,四,16:00:00,長歌行#4,0701-0804
2024-07-11,四,17:00:00,蠟筆小新#306,0701-0804
2024-07-11,四,17:30:00,蠟筆小新#307,0701-0804
2024-07-11,四,18:00:00,蠟筆小新#308,0701-0804
2024-07-11,四,18:30:00,蠟筆小新#309,0701-0804
2024-07-11,四,19:00:00,花間令#9,0701-0804
2024-07-11,四,20:00:00,花間令#10,0701-0804
2024-07-11,四,21:00:00,醫師好辣#321,0701-0804
2024-07-11,四,22:00:00,花間令#9,0701-0804
2024-07-11,四,23:00:00,花間令#10,0701-0804
2024-07-12,五,00:00:00,長歌行#3,0701-0804
2024-07-12,五,01:00:00,長歌行#4,0701-0804
2024-07-12,五,02:00:00,菜鳥天兵神救援#3,0701-0804
2024-07-12,五,03:00:00,菜鳥天兵神救援#4,0701-0804
2024-07-12,五,04:00:00,好好說話#9,0701-0804
2024-07-12,五,05:00:00,好好說話#10,0701-0804
2024-07-12,五,06:00:00,蠟筆小新#308,0701-0804
2024-07-12,五,06:30:00,蠟筆小新#309,0701-0804
2024-07-12,五,07:00:00,長歌行#3,0701-0804
2024-07-12,五,08:00:00,長歌行#4,0701-0804
2024-07-12,五,09:00:00,花間令#9,0701-0804
2024-07-12,五,10:00:00,花間令#10,0701-0804
2024-07-12,五,11:00:00,神鵰俠侶#21,0701-0804
2024-07-12,五,12:00:00,神鵰俠侶#22,0701-0804
2024-07-12,五,13:00:00,花間令#9,0701-0804
2024-07-12,五,14:00:00,花間令#10,0701-0804
2024-07-12,五,15:00:00,長歌行#5,0701-0804
2024-07-12,五,16:00:00,長歌行#6,0701-0804
2024-07-12,五,17:00:00,蠟筆小新#310,0701-0804
2024-07-12,五,17:30:00,蠟筆小新#311,0701-0804
2024-07-12,五,18:00:00,蠟筆小新#312,0701-0804
2024-07-12,五,18:30:00,蠟筆小新#313,0701-0804
2024-07-12,五,19:00:00,花間令#11,0701-0804
2024-07-12,五,20:00:00,花間令#12,0701-0804
2024-07-12,五,21:00:00,醫師好辣#322,0701-0804
2024-07-12,五,22:00:00,花間令#11,0701-0804
2024-07-12,五,23:00:00,花間令#12,0701-0804
2024-07-13,六,00:00:00,陪你一起好好吃飯#21,0701-0804
2024-07-13,六,01:00:00,陪你一起好好吃飯#22,0701-0804
2024-07-13,六,02:00:00,網路很忙#28,0701-0804
2024-07-13,六,03:00:00,網路很忙#29,0701-0804
2024-07-13,六,04:00:00,網路很忙#30,0701-0804
2024-07-13,六,05:00:00,網路很忙#31,0701-0804
2024-07-13,六,06:00:00,網路很忙#32,0701-0804
2024-07-13,六,07:00:00,蠟筆小新#461,0701-0804
2024-07-13,六,07:30:00,蠟筆小新#462,0701-0804
2024-07-13,六,08:00:00,蠟筆小新#463,0701-0804
2024-07-13,六,08:30:00,蠟筆小新#464,0701-0804
2024-07-13,六,09:00:00,後宮甄嬛傳#64,0701-0804
2024-07-13,六,10:00:00,後宮甄嬛傳#65,0701-0804
2024-07-13,六,11:00:00,後宮甄嬛傳#66,0701-0804
2024-07-13,六,12:00:00,後宮甄嬛傳#67,0701-0804
2024-07-13,六,13:00:00,後宮甄嬛傳#68,0701-0804
2024-07-13,六,14:00:00,蠟筆小新#461,0701-0804
2024-07-13,六,14:30:00,蠟筆小新#462,0701-0804
2024-07-13,六,15:00:00,蠟筆小新#463,0701-0804
2024-07-13,六,15:30:00,蠟筆小新#464,0701-0804
2024-07-13,六,16:00:00,蠟筆小新大電影-大對決! 機器人爸爸的反擊,0701-0804
2024-07-13,六,18:00:00,後宮甄嬛傳#64,0701-0804
2024-07-13,六,19:00:00,後宮甄嬛傳#65,0701-0804
2024-07-13,六,20:00:00,後宮甄嬛傳#66,0701-0804
2024-07-13,六,21:00:00,後宮甄嬛傳#67,0701-0804
2024-07-13,六,22:00:00,後宮甄嬛傳#68,0701-0804
2024-07-13,六,23:00:00,蠟筆小新#463,0701-0804
2024-07-13,六,23:30:00,蠟筆小新#464,0701-0804
2024-07-14,日,00:00:00,陪你一起好好吃飯#23,0701-0804
2024-07-14,日,01:00:00,陪你一起好好吃飯#24(完),0701-0804
2024-07-14,日,02:00:00,網路很忙#33(完),0701-0804
2024-07-14,日,03:00:00,菜鳥天兵神救援#1,0701-0804
2024-07-14,日,04:00:00,菜鳥天兵神救援#2,0701-0804
2024-07-14,日,05:00:00,菜鳥天兵神救援#3,0701-0804
2024-07-14,日,06:00:00,菜鳥天兵神救援#4,0701-0804
2024-07-14,日,07:00:00,蠟筆小新#491,0701-0804
2024-07-14,日,07:30:00,蠟筆小新#492,0701-0804
2024-07-14,日,08:00:00,蠟筆小新#493,0701-0804
2024-07-14,日,08:30:00,蠟筆小新#494,0701-0804
2024-07-14,日,09:00:00,後宮甄嬛傳#68,0701-0804
2024-07-14,日,10:00:00,後宮甄嬛傳#69,0701-0804
2024-07-14,日,11:00:00,後宮甄嬛傳#70,0701-0804
2024-07-14,日,12:00:00,後宮甄嬛傳#71,0701-0804
2024-07-14,日,13:00:00,後宮甄嬛傳#72,0701-0804
2024-07-14,日,14:00:00,蠟筆小新#491,0701-0804
2024-07-14,日,14:30:00,蠟筆小新#492,0701-0804
2024-07-14,日,15:00:00,蠟筆小新#493,0701-0804
2024-07-14,日,15:30:00,蠟筆小新#494,0701-0804
2024-07-14,日,16:00:00,蠟筆小新大電影-搬家物語 仙人掌大襲擊,0701-0804
2024-07-14,日,18:00:00,後宮甄嬛傳#68,0701-0804
2024-07-14,日,19:00:00,後宮甄嬛傳#69,0701-0804
2024-07-14,日,20:00:00,後宮甄嬛傳#70,0701-0804
2024-07-14,日,21:00:00,後宮甄嬛傳#71,0701-0804
2024-07-14,日,22:00:00,後宮甄嬛傳#72,0701-0804
2024-07-14,日,23:00:00,蠟筆小新#493,0701-0804
2024-07-14,日,23:30:00,蠟筆小新#494,0701-0804
2024-07-15,一,00:00:00,長歌行#5,0701-0804
2024-07-15,一,01:00:00,長歌行#6,0701-0804
2024-07-15,一,02:00:00,菜鳥天兵神救援#5,0701-0804
2024-07-15,一,03:00:00,菜鳥天兵神救援#6,0701-0804
2024-07-15,一,04:00:00,好好說話#11,0701-0804
2024-07-15,一,05:00:00,好好說話#12,0701-0804
2024-07-15,一,06:00:00,蠟筆小新#312,0701-0804
2024-07-15,一,06:30:00,蠟筆小新#313,0701-0804
2024-07-15,一,07:00:00,長歌行#5,0701-0804
2024-07-15,一,08:00:00,長歌行#6,0701-0804
2024-07-15,一,09:00:00,花間令#11,0701-0804
2024-07-15,一,10:00:00,花間令#12,0701-0804
2024-07-15,一,11:00:00,神鵰俠侶#23,0701-0804
2024-07-15,一,12:00:00,神鵰俠侶#24,0701-0804
2024-07-15,一,13:00:00,花間令#11,0701-0804
2024-07-15,一,14:00:00,花間令#12,0701-0804
2024-07-15,一,15:00:00,長歌行#7,0701-0804
2024-07-15,一,16:00:00,長歌行#8,0701-0804
2024-07-15,一,17:00:00,蠟筆小新#314,0701-0804
2024-07-15,一,17:30:00,蠟筆小新#315,0701-0804
2024-07-15,一,18:00:00,蠟筆小新#316,0701-0804
2024-07-15,一,18:30:00,蠟筆小新#317,0701-0804
2024-07-15,一,19:00:00,花間令#13,0701-0804
2024-07-15,一,20:00:00,花間令#14,0701-0804
2024-07-15,一,21:00:00,醫師好辣#183,0701-0804
2024-07-15,一,22:00:00,花間令#13,0701-0804
2024-07-15,一,23:00:00,花間令#14,0701-0804
2024-07-16,二,00:00:00,長歌行#7,0701-0804
2024-07-16,二,01:00:00,長歌行#8,0701-0804
2024-07-16,二,02:00:00,菜鳥天兵神救援#7,0701-0804
2024-07-16,二,03:00:00,菜鳥天兵神救援#8,0701-0804
2024-07-16,二,04:00:00,好好說話#13,0701-0804
2024-07-16,二,05:00:00,好好說話#14,0701-0804
2024-07-16,二,06:00:00,蠟筆小新#316,0701-0804
2024-07-16,二,06:30:00,蠟筆小新#317,0701-0804
2024-07-16,二,07:00:00,長歌行#7,0701-0804
2024-07-16,二,08:00:00,長歌行#8,0701-0804
2024-07-16,二,09:00:00,花間令#13,0701-0804
2024-07-16,二,10:00:00,花間令#14,0701-0804
2024-07-16,二,11:00:00,神鵰俠侶#25,0701-0804
2024-07-16,二,12:00:00,神鵰俠侶#26,0701-0804
2024-07-16,二,13:00:00,花間令#13,0701-0804
2024-07-16,二,14:00:00,花間令#14,0701-0804
2024-07-16,二,15:00:00,長歌行#9,0701-0804
2024-07-16,二,16:00:00,長歌行#10,0701-0804
2024-07-16,二,17:00:00,蠟筆小新#318,0701-0804
2024-07-16,二,17:30:00,蠟筆小新#319,0701-0804
2024-07-16,二,18:00:00,蠟筆小新#320,0701-0804
2024-07-16,二,18:30:00,蠟筆小新#321,0701-0804
2024-07-16,二,19:00:00,花間令#15,0701-0804
2024-07-16,二,20:00:00,花間令#16,0701-0804
2024-07-16,二,21:00:00,醫師好辣#184,0701-0804
2024-07-16,二,22:00:00,花間令#15,0701-0804
2024-07-16,二,23:00:00,花間令#16,0701-0804
2024-07-17,三,00:00:00,長歌行#9,0701-0804
2024-07-17,三,01:00:00,長歌行#10,0701-0804
2024-07-17,三,02:00:00,菜鳥天兵神救援#9,0701-0804
2024-07-17,三,03:00:00,菜鳥天兵神救援#10,0701-0804
2024-07-17,三,04:00:00,好好說話#15,0701-0804
2024-07-17,三,05:00:00,好好說話#16,0701-0804
2024-07-17,三,06:00:00,蠟筆小新#320,0701-0804
2024-07-17,三,06:30:00,蠟筆小新#321,0701-0804
2024-07-17,三,07:00:00,長歌行#9,0701-0804
2024-07-17,三,08:00:00,長歌行#10,0701-0804
2024-07-17,三,09:00:00,花間令#15,0701-0804
2024-07-17,三,10:00:00,花間令#16,0701-0804
2024-07-17,三,11:00:00,神鵰俠侶#27,0701-0804
2024-07-17,三,12:00:00,神鵰俠侶#28,0701-0804
2024-07-17,三,13:00:00,花間令#15,0701-0804
2024-07-17,三,14:00:00,花間令#16,0701-0804
2024-07-17,三,15:00:00,長歌行#11,0701-0804
2024-07-17,三,16:00:00,長歌行#12,0701-0804
2024-07-17,三,17:00:00,蠟筆小新#322,0701-0804
2024-07-17,三,17:30:00,蠟筆小新#323,0701-0804
2024-07-17,三,18:00:00,蠟筆小新#324,0701-0804
2024-07-17,三,18:30:00,蠟筆小新#325,0701-0804
2024-07-17,三,19:00:00,花間令#17,0701-0804
2024-07-17,三,20:00:00,花間令#18,0701-0804
2024-07-17,三,21:00:00,小姐不熙娣#1,0701-0804
2024-07-17,三,22:00:00,花間令#17,0701-0804
2024-07-17,三,23:00:00,花間令#18,0701-0804
2024-07-18,四,00:00:00,長歌行#11,0701-0804
2024-07-18,四,01:00:00,長歌行#12,0701-0804
2024-07-18,四,02:00:00,菜鳥天兵神救援#11,0701-0804
2024-07-18,四,03:00:00,菜鳥天兵神救援#12,0701-0804
2024-07-18,四,04:00:00,好好說話#17,0701-0804
2024-07-18,四,05:00:00,好好說話#18,0701-0804
2024-07-18,四,06:00:00,蠟筆小新#324,0701-0804
2024-07-18,四,06:30:00,蠟筆小新#325,0701-0804
2024-07-18,四,07:00:00,長歌行#11,0701-0804
2024-07-18,四,08:00:00,長歌行#12,0701-0804
2024-07-18,四,09:00:00,花間令#17,0701-0804
2024-07-18,四,10:00:00,花間令#18,0701-0804
2024-07-18,四,11:00:00,神鵰俠侶#29,0701-0804
2024-07-18,四,12:00:00,神鵰俠侶#30,0701-0804
2024-07-18,四,13:00:00,花間令#17,0701-0804
2024-07-18,四,14:00:00,花間令#18,0701-0804
2024-07-18,四,15:00:00,長歌行#13,0701-0804
2024-07-18,四,16:00:00,長歌行#14,0701-0804
2024-07-18,四,17:00:00,蠟筆小新#378,0701-0804
2024-07-18,四,17:30:00,蠟筆小新#379,0701-0804
2024-07-18,四,18:00:00,蠟筆小新#380,0701-0804
2024-07-18,四,18:30:00,蠟筆小新#381,0701-0804
2024-07-18,四,19:00:00,花間令#19,0701-0804
2024-07-18,四,20:00:00,花間令#20,0701-0804
2024-07-18,四,21:00:00,小姐不熙娣#2,0701-0804
2024-07-18,四,22:00:00,花間令#19,0701-0804
2024-07-18,四,23:00:00,花間令#20,0701-0804
2024-07-19,五,00:00:00,長歌行#13,0701-0804
2024-07-19,五,01:00:00,長歌行#14,0701-0804
2024-07-19,五,02:00:00,菜鳥天兵神救援#13,0701-0804
2024-07-19,五,03:00:00,菜鳥天兵神救援#14(完),0701-0804
2024-07-19,五,04:00:00,好好說話#19,0701-0804
2024-07-19,五,05:00:00,好好說話#20,0701-0804
2024-07-19,五,06:00:00,蠟筆小新#380,0701-0804
2024-07-19,五,06:30:00,蠟筆小新#381,0701-0804
2024-07-19,五,07:00:00,長歌行#13,0701-0804
2024-07-19,五,08:00:00,長歌行#14,0701-0804
2024-07-19,五,09:00:00,花間令#19,0701-0804
2024-07-19,五,10:00:00,花間令#20,0701-0804
2024-07-19,五,11:00:00,神鵰俠侶#31,0701-0804
2024-07-19,五,12:00:00,神鵰俠侶#32,0701-0804
2024-07-19,五,13:00:00,花間令#19,0701-0804
2024-07-19,五,14:00:00,花間令#20,0701-0804
2024-07-19,五,15:00:00,長歌行#15,0701-0804
2024-07-19,五,16:00:00,長歌行#16,0701-0804
2024-07-19,五,17:00:00,蠟筆小新#382,0701-0804
2024-07-19,五,17:30:00,蠟筆小新#383,0701-0804
2024-07-19,五,18:00:00,蠟筆小新#384,0701-0804
2024-07-19,五,18:30:00,蠟筆小新#385,0701-0804
2024-07-19,五,19:00:00,花間令#21,0701-0804
2024-07-19,五,20:00:00,花間令#22,0701-0804
2024-07-19,五,21:00:00,小姐不熙娣#3,0701-0804
2024-07-19,五,22:00:00,花間令#21,0701-0804
2024-07-19,五,23:00:00,花間令#22,0701-0804
2024-07-20,六,00:00:00,烏鴉小姐與蜥蜴先生#1,0701-0804
2024-07-20,六,01:00:00,烏鴉小姐與蜥蜴先生#2,0701-0804
2024-07-20,六,02:00:00,菜鳥天兵神救援#5,0701-0804
2024-07-20,六,03:00:00,菜鳥天兵神救援#6,0701-0804
2024-07-20,六,04:00:00,菜鳥天兵神救援#7,0701-0804
2024-07-20,六,05:00:00,菜鳥天兵神救援#8,0701-0804
2024-07-20,六,06:00:00,菜鳥天兵神救援#9,0701-0804
2024-07-20,六,07:00:00,蠟筆小新#495,0701-0804
2024-07-20,六,07:30:00,蠟筆小新#496,0701-0804
2024-07-20,六,08:00:00,蠟筆小新#497,0701-0804
2024-07-20,六,08:30:00,蠟筆小新#498,0701-0804
2024-07-20,六,09:00:00,後宮甄嬛傳#72,0701-0804
2024-07-20,六,10:00:00,後宮甄嬛傳#73,0701-0804
2024-07-20,六,11:00:00,後宮甄嬛傳#74,0701-0804
2024-07-20,六,12:00:00,後宮甄嬛傳#75,0701-0804
2024-07-20,六,13:00:00,後宮甄嬛傳#76(完),0701-0804
2024-07-20,六,14:00:00,蠟筆小新#495,0701-0804
2024-07-20,六,14:30:00,蠟筆小新#496,0701-0804
2024-07-20,六,15:00:00,蠟筆小新#497,0701-0804
2024-07-20,六,15:30:00,蠟筆小新#498,0701-0804
2024-07-20,六,16:00:00,蠟筆小新大電影-爆睡！夢世界大作戰！,0701-0804
2024-07-20,六,18:00:00,後宮甄嬛傳#72,0701-0804
2024-07-20,六,19:00:00,後宮甄嬛傳#73,0701-0804
2024-07-20,六,20:00:00,後宮甄嬛傳#74,0701-0804
2024-07-20,六,21:00:00,後宮甄嬛傳#75,0701-0804
2024-07-20,六,22:00:00,後宮甄嬛傳#76(完),0701-0804
2024-07-20,六,23:00:00,蠟筆小新#497,0701-0804
2024-07-20,六,23:30:00,蠟筆小新#498,0701-0804
2024-07-21,日,00:00:00,烏鴉小姐與蜥蜴先生#3,0701-0804
2024-07-21,日,01:00:00,烏鴉小姐與蜥蜴先生#4,0701-0804
2024-07-21,日,02:00:00,菜鳥天兵神救援#10,0701-0804
2024-07-21,日,03:00:00,菜鳥天兵神救援#11,0701-0804
2024-07-21,日,04:00:00,菜鳥天兵神救援#12,0701-0804
2024-07-21,日,05:00:00,菜鳥天兵神救援#13,0701-0804
2024-07-21,日,06:00:00,菜鳥天兵神救援#14(完),0701-0804
2024-07-21,日,07:00:00,蠟筆小新#499,0701-0804
2024-07-21,日,07:30:00,蠟筆小新#500,0701-0804
2024-07-21,日,08:00:00,蠟筆小新#501,0701-0804
2024-07-21,日,08:30:00,蠟筆小新#502,0701-0804
2024-07-21,日,09:00:00,蒼蘭訣#1,0701-0804
2024-07-21,日,10:00:00,蒼蘭訣#2,0701-0804
2024-07-21,日,11:00:00,蒼蘭訣#3,0701-0804
2024-07-21,日,12:00:00,蒼蘭訣#4,0701-0804
2024-07-21,日,13:00:00,蒼蘭訣#5,0701-0804
2024-07-21,日,14:00:00,蠟筆小新#499,0701-0804
2024-07-21,日,14:30:00,蠟筆小新#500,0701-0804
2024-07-21,日,15:00:00,蠟筆小新#501,0701-0804
2024-07-21,日,15:30:00,蠟筆小新#502,0701-0804
2024-07-21,日,16:00:00,蠟筆小新大電影-宇宙人Pi力來襲,0701-0804
2024-07-21,日,18:00:00,蒼蘭訣#1,0701-0804
2024-07-21,日,19:00:00,蒼蘭訣#2,0701-0804
2024-07-21,日,20:00:00,蒼蘭訣#3,0701-0804
2024-07-21,日,21:00:00,蒼蘭訣#4,0701-0804
2024-07-21,日,22:00:00,蒼蘭訣#5,0701-0804
2024-07-21,日,23:00:00,蠟筆小新#501,0701-0804
2024-07-21,日,23:30:00,蠟筆小新#502,0701-0804
2024-07-22,一,00:00:00,長歌行#15,0701-0804
2024-07-22,一,01:00:00,長歌行#16,0701-0804
2024-07-22,一,02:00:00,地球的慶典S6#68,0701-0804
2024-07-22,一,03:00:00,地球的慶典S6#69,0701-0804
2024-07-22,一,04:00:00,好好說話#21,0701-0804
2024-07-22,一,05:00:00,好好說話#22,0701-0804
2024-07-22,一,06:00:00,蠟筆小新#384,0701-0804
2024-07-22,一,06:30:00,蠟筆小新#385,0701-0804
